cityName,country,lat,lng,temp,minTemp,maxTemp,seaLevel,grndLevel,humidity,cloudiness,winds,windDegrees,date
Ukiah,US,39.15,-123.21,32.0,32.0,32.0,,,81,1,1.97,75.0075,2018-11-17
Devils Lake,US,48.11,-98.87,-1.54,-2.21,-0.94,,,84,1,6.93,280.0,2018-11-17
Tucumcari,US,35.17,-103.73,42.98,42.98,42.98,,,59,1,14.99,20.0,2018-11-17
Waynesville,US,37.83,-92.2,39.42,37.04,41.0,,,86,1,5.82,140.0,2018-11-17
Dixon,US,38.45,-121.82,33.53,31.46,35.6,,,70,40,3.36,340.0,2018-11-17
Key West,US,47.93,-96.78,1.13,-0.05,3.2,,,77,1,6.93,340.0,2018-11-17
Ocala,US,29.19,-82.14,40.78,37.04,46.94,,,93,1,5.55,359.508,2018-11-17
Midland,US,32.0,-102.08,39.13,33.98,41.18,,,75,1,3.36,310.0,2018-11-17
La Grande,US,45.32,-118.09,29.01,28.04,30.92,,,96,90,2.19,162.008,2018-11-17
Maryville,US,40.35,-94.87,34.72,33.8,35.96,,,78,90,17.22,30.0,2018-11-17
Fairview,US,40.81,-74.0,38.66,35.96,41.0,,,71,40,5.82,270.0,2018-11-17
Bixby,US,35.94,-95.88,41.85,39.02,44.6,,,79,1,8.68,193.508,2018-11-17
Salina,US,36.29,-95.15,42.37,35.6,48.02,,,70,1,6.93,160.0,2018-11-17
Pecos,US,31.42,-103.49,28.96,26.96,31.1,,,81,1,3.36,120.0,2018-11-17
Hilton Head Island,US,32.16,-80.75,39.0,36.68,41.0,,,93,1,2.98,340.508,2018-11-17
Rochester,US,44.02,-92.46,20.62,17.6,24.8,,,85,90,5.82,320.0,2018-11-17
Selma,US,36.57,-119.61,40.12,37.04,42.8,,,70,90,0.63,37.5075,2018-11-17
Bossier City,US,32.52,-93.73,39.4,36.14,42.08,,,96,1,5.21,182.008,2018-11-17
Merritt Island,US,28.54,-80.67,51.96,48.2,58.1,,,83,1,9.17,320.0,2018-11-17
Show Low,US,34.25,-110.03,29.26,24.98,39.2,,,29,1,11.41,180.0,2018-11-17
Coos Bay,US,43.37,-124.22,42.8,42.8,42.8,,,100,75,3.36,10.0,2018-11-17
Petersburg,US,37.23,-77.4,32.36,26.96,37.04,,,88,1,2.53,328.008,2018-11-17
South Lake Tahoe,US,38.93,-119.98,22.86,17.6,28.04,,,49,90,1.63,223.508,2018-11-17
Warren,US,42.48,-83.03,34.36,31.82,35.96,,,69,90,6.93,280.0,2018-11-17
Galveston,US,40.58,-86.19,32.59,32.0,33.08,,,96,40,4.7,160.0,2018-11-17
Glenwood Springs,US,39.55,-107.33,20.64,19.04,23.0,,,53,40,12.75,220.0,2018-11-17
Orchard Homes,US,46.86,-114.05,26.06,26.06,26.06,,,59,90,10.29,100.0,2018-11-17
Lake Havasu City,US,34.47,-114.34,51.26,50.0,51.98,,,23,1,2.42,20.0075,2018-11-17
Fairbanks,US,64.84,-147.72,5.9,5.18,6.98,,,89,1,3.98,14.0075,2018-11-17
Jasper,US,33.83,-87.28,32.14,30.02,35.96,,,100,0,2.3,191.008,2018-11-17
LaBelle,US,26.76,-81.44,51.28,48.92,53.06,,,80,1,6.93,20.0,2018-11-17
Spokane,US,47.66,-117.42,29.25,28.04,30.02,,,78,1,9.35,33.5075,2018-11-17
Twin Falls,US,42.57,-114.46,35.92,33.98,37.04,,,85,90,9.17,80.0,2018-11-17
Kingman,US,35.19,-114.05,47.16,39.02,51.98,,,27,1,2.64,126.008,2018-11-17
Saint Paul,US,44.95,-93.1,22.14,21.2,23.0,,,64,90,10.29,350.0,2018-11-17
Mason City,US,43.15,-93.2,22.08,17.6,26.6,,,92,90,18.34,10.0,2018-11-17
Muncie,US,40.19,-85.39,34.09,33.08,35.96,,,88,90,2.86,168.008,2018-11-17
Havelock,US,34.88,-76.9,38.44,32.0,44.06,,,100,1,8.9,353.508,2018-11-17
Norman,US,35.22,-97.44,39.94,35.96,42.98,,,75,1,6.93,170.0,2018-11-17
Pullman,US,46.73,-117.17,30.74,26.06,33.98,,,92,1,2.75,23.5075,2018-11-17
Pierre,US,44.37,-100.35,15.98,15.98,15.98,,,80,90,14.99,10.0,2018-11-17
Levelland,US,33.59,-102.38,32.0,32.0,32.0,,,74,20,9.17,290.0,2018-11-17
Morgantown,US,39.63,-79.96,35.53,33.98,37.94,,,88,90,3.65,259.008,2018-11-17
Oil City,US,41.43,-79.71,32.67,32.0,33.08,,,88,90,10.29,230.0,2018-11-17
Bayonet Point,US,28.33,-82.68,47.52,37.04,55.94,,,100,1,12.48,36.0075,2018-11-17
Blackfoot,US,43.19,-112.35,27.34,24.98,30.92,,,85,90,11.41,40.0,2018-11-17
Raymondville,US,37.34,-91.83,33.89,30.92,37.04,,,86,1,5.82,140.0,2018-11-17
Normal,US,40.51,-88.99,32.31,30.92,33.08,,,98,1,3.36,80.0,2018-11-17
Del Rio,US,29.36,-100.9,42.91,42.08,43.7,,,92,1,4.7,90.0,2018-11-17
Price,US,39.6,-110.81,28.04,28.04,28.04,,,57,1,6.93,30.0,2018-11-17
Nantucket,US,41.28,-70.1,40.24,37.94,42.98,,,100,75,12.75,250.0,2018-11-17
Dickinson,US,46.88,-102.79,10.94,10.94,10.94,,,80,90,3.36,360.0,2018-11-17
Haddonfield,US,39.89,-75.04,40.06,37.94,42.08,,,69,90,3.36,,2018-11-17
Valparaiso,US,41.47,-87.06,33.49,32.0,35.6,,,100,90,3.42,202.008,2018-11-17
Wichita Falls,US,33.91,-98.49,38.03,37.04,39.02,,,85,1,9.17,180.0,2018-11-17
New Bern,US,35.11,-77.04,37.11,32.0,44.06,,,100,1,6.67,342.508,2018-11-17
Port Angeles,US,48.12,-123.43,37.81,32.0,46.04,,,95,1,5.82,220.0,2018-11-17
Brownsville,US,25.91,-97.49,62.1,59.0,64.4,,,93,75,9.35,138.008,2018-11-17
Virginia Beach,US,36.85,-75.98,36.95,30.2,46.94,,,82,1,5.82,30.0,2018-11-17
Elizabeth City,US,36.3,-76.22,38.75,30.2,48.02,,,100,1,6.22,331.008,2018-11-17
Weiser,US,44.25,-116.97,41.0,41.0,41.0,,,67,20,11.41,310.0,2018-11-17
Winnemucca,US,40.97,-117.74,15.08,15.08,15.08,,,43,1,2.42,332.008,2018-11-17
Ruidoso,US,33.33,-105.67,33.03,32.0,35.6,,,29,1,3.76,249.008,2018-11-17
Nuevo Progreso,US,26.05,-97.95,60.17,54.5,64.4,,,86,90,3.53,105.008,2018-11-17
Dubuque,US,42.5,-90.66,30.24,28.94,32.0,,,100,90,5.82,30.0,2018-11-17
Farmington,US,36.73,-108.21,21.9,19.94,24.98,,,62,1,8.05,80.0,2018-11-17
Creston,US,41.06,-94.36,33.42,30.2,37.04,,,97,90,16.11,30.0,2018-11-17
North Bend,US,43.41,-124.22,42.8,42.8,42.8,,,100,75,3.36,10.0,2018-11-17
Superior,US,39.95,-105.17,32.18,19.4,36.5,,,96,90,3.36,50.0,2018-11-17
Guymon,US,36.68,-101.48,36.01,34.7,37.04,,,91,40,17.22,350.0,2018-11-17
Grants Pass,US,42.44,-123.33,37.29,30.02,46.04,,,65,1,10.29,140.0,2018-11-17
Pahrump,US,36.21,-115.98,37.98,32.36,42.98,,,30,1,4.7,100.0,2018-11-17
West Wendover,US,40.74,-114.07,26.96,26.96,26.96,,,62,40,2.64,318.508,2018-11-17
Bowling Green,US,36.99,-86.44,28.71,27.86,30.2,,,92,90,2.42,89.5075,2018-11-17
Belle Glade,US,26.68,-80.67,58.46,50.0,64.4,,,81,1,6.93,350.0,2018-11-17
Clovis,US,36.83,-119.7,40.06,37.04,42.8,,,73,90,1.74,69.5075,2018-11-17
Minot,US,48.23,-101.3,3.52,1.94,6.08,,,79,40,6.93,230.0,2018-11-17
Butte,US,46.01,-112.54,17.06,17.06,17.06,,,76,90,4.7,340.0,2018-11-17
Laurel,US,45.67,-108.77,12.02,12.02,12.02,,,87,75,4.7,10.0,2018-11-17
Cocoa Beach,US,28.32,-80.61,54.61,51.08,58.1,,,84,1,14.99,330.0,2018-11-17
Susanville,US,40.42,-120.65,21.2,21.2,21.2,,,62,1,1.3,3.50751,2018-11-17
Arkadelphia,US,34.12,-93.05,34.61,33.8,35.96,,,82,1,2.98,201.508,2018-11-17
Bay City,US,43.59,-83.89,32.22,32.0,32.54,,,100,90,5.82,270.0,2018-11-17
Homer,US,59.64,-151.54,41.38,39.92,42.98,,,82,90,3.36,40.0,2018-11-17
Flagstaff,US,35.2,-111.65,29.25,21.02,44.6,,,30,1,3.53,230.008,2018-11-17
Evans,US,40.38,-104.69,33.44,32.0,34.34,,,100,90,8.05,80.0,2018-11-17
Big Rapids,US,43.7,-85.48,31.21,28.76,32.54,,,73,90,5.77,287.008,2018-11-17
Barstow,US,31.46,-103.39,29.05,26.96,31.1,,,88,1,6.93,340.0,2018-11-17
Hinesville,US,31.85,-81.6,35.83,33.8,37.94,,,99,1,2.42,327.508,2018-11-17
Fountain Hills,US,33.61,-111.72,45.77,41.36,51.08,,,34,1,4.7,60.0,2018-11-17
Cape Canaveral,US,28.41,-80.6,54.59,51.08,58.1,,,83,1,9.17,320.0,2018-11-17
Roswell,US,33.39,-104.52,32.63,30.02,35.6,,,43,1,2.19,259.008,2018-11-17
Salem,US,44.94,-123.03,41.77,35.6,46.94,,,85,1,6.44,36.0075,2018-11-17
Kingsland,US,30.8,-81.69,42.55,33.8,48.92,,,87,1,5.82,330.0,2018-11-17
Ashland,US,38.48,-82.64,37.04,37.04,37.04,,,92,90,2.3,77.0075,2018-11-17
La Crosse,US,43.8,-91.24,24.91,20.84,28.4,,,77,90,5.82,340.0,2018-11-17
Sidney,US,47.72,-104.16,10.17,8.96,10.94,,,79,90,8.05,280.0,2018-11-17
Watertown,US,44.9,-97.12,8.92,3.92,12.56,,,91,40,12.75,340.0,2018-11-17
Lively,US,33.6,-99.18,40.92,40.92,40.92,1031.93,987.22,67,0,9.8,210.008,2018-11-17
Hopewell,US,37.3,-77.29,33.42,26.96,38.3,,,88,1,2.53,328.008,2018-11-17
Sedalia,US,38.7,-93.23,33.28,30.2,35.96,,,70,1,3.36,170.0,2018-11-17
Payson,US,40.04,-111.73,27.03,24.98,29.3,,,70,90,0.4,297.508,2018-11-17
South Patrick Shores,US,28.2,-80.61,53.67,51.08,58.1,,,84,1,14.99,330.0,2018-11-17
New Brighton,US,45.06,-93.21,22.08,21.2,23.0,,,67,90,13.87,350.0,2018-11-17
North Platte,US,41.12,-100.77,24.08,24.08,24.08,,,87,90,16.11,50.0,2018-11-17
Lock Haven,US,41.14,-77.45,36.27,33.8,37.94,,,75,90,8.05,280.0,2018-11-17
Sheridan,US,39.65,-105.03,33.19,28.4,36.5,,,91,90,9.17,90.0,2018-11-17
Lawrence,US,38.97,-95.24,33.75,28.94,37.94,,,92,1,3.36,310.0,2018-11-17
Greenville,US,34.85,-82.4,32.63,28.94,35.6,,,100,1,2.75,44.5075,2018-11-17
Weatherford,US,32.76,-97.8,43.72,37.94,48.02,,,85,1,6.93,140.0,2018-11-17
Spring Valley,US,41.11,-74.04,38.57,35.96,41.0,,,71,40,5.82,270.0,2018-11-17
Charlestown,US,41.38,-71.64,37.4,33.08,39.92,,,80,75,4.7,230.0,2018-11-17
Estelle,US,32.87,-97.01,45.09,41.0,48.02,,,81,5,6.93,160.0,2018-11-17
Northglenn,US,39.91,-104.99,33.42,32.0,36.5,,,94,90,3.65,138.008,2018-11-17
Port Townsend,US,48.12,-122.76,37.94,30.2,46.4,,,96,1,3.36,340.0,2018-11-17
Ojinaga,US,29.56,-104.41,30.07,30.07,30.07,1033.15,909.97,52,0,1.63,45.5075,2018-11-17
Clarksburg,US,39.28,-80.34,35.56,33.98,37.94,,,75,90,4.7,210.0,2018-11-17
Avon Park,US,27.6,-81.51,49.98,46.4,53.6,,,76,5,4.7,360.0,2018-11-17
Kailua,US,21.39,-157.74,73.08,69.8,77.0,,,87,75,16.11,60.0,2018-11-17
Great Falls,US,47.5,-111.29,2.01,-2.21,5.0,,,91,40,2.98,243.508,2018-11-17
Porterville,US,36.07,-119.02,37.53,35.06,39.92,,,75,24,2.08,129.508,2018-11-17
Brigantine,US,39.41,-74.36,41.22,39.02,42.98,,,70,90,9.17,260.0,2018-11-17
Oswego,US,37.17,-95.11,41.07,35.06,48.92,,,79,1,4.76,187.508,2018-11-17
Meridian,US,32.36,-88.7,33.98,33.98,33.98,,,88,1,2.64,230.008,2018-11-17
Bismarck,US,46.81,-100.78,2.75,-0.41,5.0,,,91,1,5.82,330.0,2018-11-17
Mastic Beach,US,40.77,-72.85,38.86,35.96,42.08,,,80,75,4.7,230.0,2018-11-17
Marshall,US,39.39,-87.69,32.04,30.92,33.98,,,90,90,6.93,120.0,2018-11-17
Ridgecrest,US,35.62,-117.67,35.96,35.96,35.96,,,28,90,2.3,184.508,2018-11-17
Morgan City,US,29.7,-91.21,39.2,39.2,39.2,,,93,90,3.53,91.5075,2018-11-17
Junction City,US,39.03,-96.83,39.49,39.02,39.92,,,77,75,10.29,20.0,2018-11-17
Old Bridge,US,40.41,-74.3,39.76,37.94,42.08,,,71,40,5.82,270.0,2018-11-17
Santa Barbara,US,34.42,-119.7,47.98,41.0,51.08,,,80,1,7.45,317.508,2018-11-17
Seminole,US,32.72,-102.64,28.31,28.22,28.4,,,84,1,2.98,219.508,2018-11-17
Beckley,US,37.78,-81.19,31.57,29.3,35.96,,,85,90,1.97,303.508,2018-11-17
Grand Forks,US,47.91,-97.06,1.13,-0.05,3.2,,,77,1,6.93,340.0,2018-11-17
Columbus,US,32.46,-84.99,36.09,32.9,37.94,,,97,1,2.3,322.508,2018-11-17
El Reno,US,35.53,-97.96,41.72,35.96,46.04,,,86,1,9.17,160.0,2018-11-17
Monroe,US,41.91,-83.4,34.88,31.82,37.04,,,97,40,8.68,251.008,2018-11-17
Port Hueneme,US,34.15,-119.2,50.25,48.92,51.98,,,83,1,6.93,20.0,2018-11-17
Godfrey,US,38.96,-90.19,31.89,31.1,33.08,,,95,75,6.93,100.0,2018-11-17
Point Pleasant,US,40.08,-74.07,40.24,39.02,41.0,,,71,40,5.82,270.0,2018-11-17
Middlebury,US,44.01,-73.17,36.81,33.98,39.02,,,69,90,5.82,290.0,2018-11-17
Hurricane,US,37.18,-113.29,33.66,28.94,37.04,,,60,1,3.36,190.0,2018-11-17
Hibbing,US,47.43,-92.94,11.48,8.6,15.08,,,77,90,10.29,320.0,2018-11-17
Casper,US,42.87,-106.31,15.08,15.08,15.08,,,90,90,13.87,30.0,2018-11-17
North Myrtle Beach,US,33.83,-78.68,40.42,36.5,42.98,,,100,1,13.04,16.5075,2018-11-17
Truth or Consequences,US,33.13,-107.25,37.94,37.94,37.94,,,30,1,6.93,280.0,2018-11-17
Zachary,US,30.65,-91.16,35.96,35.96,35.96,,,96,1,2.64,101.008,2018-11-17
Copperas Cove,US,31.12,-97.9,43.88,41.54,46.76,,,93,1,3.31,188.508,2018-11-17
Roseburg,US,43.22,-123.34,46.04,46.04,46.04,,,92,90,4.7,360.0,2018-11-17
Plainview,US,34.18,-101.71,31.08,30.02,32.0,,,77,1,9.17,290.0,2018-11-17
Athens,US,34.8,-86.97,32.22,30.2,33.98,,,79,1,3.31,149.508,2018-11-17
Chase,US,43.89,-85.64,31.55,28.76,33.26,,,73,90,3.87,302.508,2018-11-17
Flint,US,43.02,-83.72,32.63,32.0,33.8,,,85,90,7.78,276.508,2018-11-17
Honolulu,US,21.3,-157.86,73.13,69.8,77.0,,,87,75,16.11,60.0,2018-11-17
Timberlake,US,32.26,-81.31,37.18,34.88,41.0,,,93,1,2.64,323.508,2018-11-17
Magalia,US,39.81,-121.58,37.87,35.6,42.08,,,59,90,3.36,340.0,2018-11-17
Bloomingdale,US,41.96,-88.08,32.54,30.92,34.7,,,92,90,3.36,360.0,2018-11-17
Oakdale,US,44.96,-92.97,22.26,21.2,23.0,,,72,90,6.93,350.0,2018-11-17
Cortez,US,37.35,-108.58,17.06,17.06,17.06,,,63,1,8.05,50.0,2018-11-17
Craig,US,40.52,-107.55,24.84,21.92,28.94,,,70,90,2.42,144.008,2018-11-17
Merrill,US,42.03,-121.6,35.06,35.06,35.06,,,88,1,6.93,350.0,2018-11-17
Portales,US,34.19,-103.33,40.33,39.02,41.0,,,47,1,16.11,340.0,2018-11-17
Sumter,US,33.92,-80.34,34.14,32.0,39.02,,,100,1,2.98,38.0075,2018-11-17
Safford,US,32.83,-109.71,32.0,32.0,32.0,,,51,1,4.7,90.0,2018-11-17
Rapid Valley,US,44.06,-103.15,15.33,14.0,19.04,,,91,90,13.87,10.0,2018-11-17
Jackson,US,35.61,-88.82,32.56,30.02,35.6,,,76,1,5.44,164.008,2018-11-17
Mountain Home,US,43.13,-115.69,37.9,35.96,41.0,,,100,90,5.88,298.508,2018-11-17
Red Bluff,US,40.18,-122.24,34.54,32.0,35.96,,,69,90,3.36,20.0,2018-11-17
Fort Dix,US,40.03,-74.62,40.24,37.94,42.08,,,100,90,5.82,250.0,2018-11-17
Houston,US,29.76,-95.37,50.09,45.5,55.4,,,87,1,3.2,139.008,2018-11-17
Wahpeton,US,46.27,-96.61,5.32,1.4,6.8,,,77,44,14.99,350.0,2018-11-17
Astoria,US,46.19,-123.83,44.96,44.96,44.96,,,92,1,4.09,50.0075,2018-11-17
Miles City,US,46.41,-105.84,10.04,10.04,10.04,,,79,90,6.93,300.0,2018-11-17
Brandon,US,43.59,-96.57,15.37,12.2,17.96,,,80,75,13.87,10.0,2018-11-17
Nanticoke,US,41.21,-76.0,33.67,32.0,35.06,,,95,90,11.41,280.0,2018-11-17
Macon,US,32.84,-83.63,37.56,33.8,42.8,,,100,1,3.36,300.0,2018-11-17
Los Alamos,US,35.88,-106.3,31.98,28.94,37.4,,,41,1,2.42,3.50751,2018-11-17
Waycross,US,31.21,-82.35,36.32,33.8,39.38,,,90,1,2.64,338.008,2018-11-17
Amarillo,US,35.21,-101.83,37.31,35.6,38.12,,,80,40,26.4,350.0,2018-11-17
Platteville,US,42.73,-90.48,29.79,28.94,32.0,,,100,90,5.82,30.0,2018-11-17
Washougal,US,45.58,-122.35,42.89,37.94,50.0,,,92,1,6.44,77.5075,2018-11-17
Springfield,US,37.22,-93.29,42.98,42.98,42.98,,,73,1,10.29,170.0,2018-11-17
Thomaston,US,32.89,-84.33,36.34,32.0,42.8,,,75,1,5.82,350.0,2018-11-17
Fort Myers Beach,US,26.45,-81.95,52.72,48.92,57.02,,,82,1,9.17,30.0,2018-11-17
Seaside,US,45.99,-123.92,41.4,37.4,44.96,,,100,90,13.71,61.0075,2018-11-17
Yucca Valley,US,34.12,-116.41,41.23,23.0,53.06,,,29,1,6.93,340.0,2018-11-17
Charlottesville,US,38.03,-78.48,30.83,27.14,37.94,,,72,1,2.08,293.008,2018-11-17
Buckeye,US,33.37,-112.58,44.28,37.4,50.0,,,55,1,5.82,330.0,2018-11-17
Tooele,US,40.53,-112.3,28.67,24.98,33.08,,,71,75,5.82,170.0,2018-11-17
Traverse City,US,44.76,-85.62,31.1,28.76,33.08,,,85,90,3.36,300.0,2018-11-17
Kihei,US,20.76,-156.45,72.81,71.06,75.02,,,87,75,9.17,40.0,2018-11-17
Lamesa,US,32.74,-101.95,28.22,28.22,28.22,,,84,1,7.45,211.508,2018-11-17
Oregon City,US,45.36,-122.61,43.02,37.94,50.0,,,92,1,6.44,77.5075,2018-11-17
Emporia,US,38.4,-96.18,33.08,33.08,33.08,,,95,1,7.67,341.508,2018-11-17
Middletown,US,41.55,-71.29,38.55,35.96,39.92,,,100,75,12.75,250.0,2018-11-17
Whitefish,US,48.41,-114.33,19.94,19.94,19.94,,,64,1,9.17,350.0,2018-11-17
Reidsville,US,36.35,-79.66,32.47,26.6,39.2,,,96,1,2.42,334.008,2018-11-17
Mandan,US,46.83,-100.89,2.84,-0.41,5.0,,,91,1,5.82,330.0,2018-11-17
Pleasanton,US,37.66,-121.87,41.45,35.06,44.96,,,56,1,1.74,151.008,2018-11-17
Missoula,US,46.87,-114.0,26.06,26.06,26.06,,,59,90,10.29,100.0,2018-11-17
Lexington,US,38.05,-84.5,35.65,32.0,37.94,,,92,90,2.86,100.508,2018-11-17
Hutchinson,US,38.06,-97.93,38.37,37.04,39.92,,,89,75,20.8,10.0,2018-11-17
Bend,US,44.06,-121.32,39.63,39.2,39.92,,,64,90,3.36,310.0,2018-11-17
Leon Valley,US,29.5,-98.62,42.94,40.64,44.24,,,88,40,4.7,300.0,2018-11-17
Altus,US,34.64,-99.33,37.71,32.9,42.98,,,83,1,8.05,120.0,2018-11-17
Emmett,US,43.87,-116.5,37.22,35.6,41.0,,,100,1,4.7,280.0,2018-11-17
Scottsbluff,US,41.87,-103.67,20.88,17.96,23.0,,,96,90,16.11,30.0,2018-11-17
Buffalo Grove,US,41.98,-89.6,30.69,30.02,31.1,,,100,90,7.45,37.5075,2018-11-17
Alexandria,US,31.31,-92.44,36.23,33.08,39.02,,,94,1,2.75,156.008,2018-11-17
Vincennes,US,38.68,-87.53,30.25,28.4,32.0,,,96,20,4.7,50.0,2018-11-17
Tupelo,US,34.26,-88.7,35.06,35.06,35.06,,,88,1,5.44,181.008,2018-11-17
Natchitoches,US,31.76,-93.09,38.95,37.4,39.92,,,100,1,4.09,172.508,2018-11-17
Coalinga,US,36.14,-120.36,36.1,35.06,37.04,,,66,1,3.36,210.0,2018-11-17
Matamoros,US,25.87,-97.51,62.08,59.0,64.4,,,93,75,3.53,105.008,2018-11-17
Gallup,US,35.53,-108.74,20.37,19.94,21.02,,,61,1,4.43,201.508,2018-11-17
Madison,US,43.07,-89.38,28.54,25.7,32.0,,,92,90,5.82,340.0,2018-11-17
Norway,US,45.79,-87.9,23.0,23.0,23.0,,,77,75,9.17,330.0,2018-11-17
Fairfield,US,38.25,-122.04,34.3,30.2,41.0,,,70,40,3.36,340.0,2018-11-17
El Campo,US,29.2,-96.27,51.78,49.46,55.94,,,92,40,4.43,114.008,2018-11-17
Santa Paula,US,34.35,-119.06,50.2,48.92,51.08,,,63,1,5.82,70.0,2018-11-17
Oxnard,US,34.2,-119.18,50.04,48.02,51.98,,,68,1,4.7,70.0,2018-11-17
West Fargo,US,46.88,-96.9,2.34,1.4,3.02,,,77,1,8.05,330.0,2018-11-17
Havre,US,48.55,-109.68,-0.94,-0.94,-0.94,,,86,40,5.32,217.008,2018-11-17
Berea,US,41.37,-81.85,36.75,33.98,39.2,,,100,90,11.41,250.0,2018-11-17
Glendive,US,47.11,-104.71,8.78,8.6,8.96,,,92,90,5.82,310.0,2018-11-17
Laurinburg,US,34.77,-79.46,33.46,28.04,39.2,,,100,1,4.99,19.5075,2018-11-17
